name,price,mileage,engine,mpg,ext_color,int_color,transmission,rwd,condition,year
Used 2016 Ferrari California T,"139,998","16,367",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Black Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Certified 2018 Ferrari GTC4Lusso,"257,990","5,951",6.3L 12-Cylinder Gas Engine,12 City / 17 Highway ,Bianco Avus Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Certified 2022 Ferrari Roma,"254,900","4,708",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Rosso Scuderia Exterior,Beige Tradizione Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Used 2022 Ferrari F8 Spider,"497,900","1,004",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Used 2005 Ferrari F430 Coupe,"120,432","17,723",4.3L 8-Cylinder Gas Engine,10 City / 15 Highway ,Color From Sample Exterior,Tan Leather Seats,Automatic Transmission,yes,Used,2005
Used 2023 Ferrari Portofino M,"347,000",281,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Black Exterior,Red Leather Seats,8-Speed Automatic Transmission,yes,Used,2023
Used 2007 Ferrari F430 Spider,"158,995","16,773",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Rosso Corsa Ds Exterior,Beige Leather Seats,6-Speed Manual Transmission,yes,Used,2007
Certified 2014 Ferrari California,"139,991","11,311",4.3L 8-Cylinder Gas Engine,14 City / 19 Highway ,Rosso Corsa Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Certified,2014
Used 2023 Ferrari Roma,"299,995",576,3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Nero Daytona Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2023
Used 2019 Ferrari 488 Spider,"304,999","11,171",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Silverstone Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2022 Ferrari Portofino M,"289,231","4,100",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Tortora & Blu Sterling Leather Leather Seats,8-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2022
Used 2018 Ferrari California T,"199,900","5,968",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,White Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2006 Ferrari F430 Spider,"124,900","20,050",8-Cylinder Gas Engine,11 City / 16 Highway ,Black Exterior,Beige Leather Seats,Automatic Transmission,yes,Used,2006
Used 2021 Ferrari Roma,"244,900","3,843",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Nero Daytona Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2021
Used 2021 Ferrari F8 Tributo,"399,998","4,377",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,White Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2018 Ferrari 488 Spider,"299,995","4,051",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Certified 2015 Ferrari California T,"149,900","3,702",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Red Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2015
Used 2022 Ferrari Portofino M,"279,999","1,502",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Nero Ds Exterior,8-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2022
Certified 2022 Ferrari 812 GTS,"539,990","3,825",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Rosso Mugello Exterior,Bordeaux Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Used 2022 Ferrari Portofino M,"289,995","5,271",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Nero Daytona Metallic Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Certified 2019 Ferrari 488 Pista Coupe,"581,995","1,724",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Used 2020 Ferrari 812 Superfast,"419,800","4,383",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Nero Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2013 Ferrari 458 Italia Coupe,"189,900","15,515",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Giallo Modena Exterior,Charcoal Leather Seats,7-Speed Automatic Transmission,yes,Used,2013
Used 2022 Ferrari 812 GTS,"629,999",0,6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Rosso Mason Leather Seats,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2022
Certified 2020 Ferrari Portofino,"199,900","26,462",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,White Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Certified 2014 Ferrari 458 Italia Coupe,"189,900","39,869",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2014
Certified 2023 Ferrari Portofino M,"360,897",45,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Grigio Silverstone Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Used 2020 Ferrari 488 Pista Coupe,"569,900","3,705",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Bianco Avus Exterior,Pelle Bianco Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2019 Ferrari GTC4Lusso T,"199,990","6,610",3.9L 8-Cylinder Turbo Gas Engine,15 City / 21 Highway ,Black Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2020 Ferrari 488 Pista Coupe,"559,999","1,361",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Certified 2022 Ferrari Portofino M,"309,990",843,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Rosso Portofino Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2019 Ferrari 488 GTB,"279,990","7,348",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Gray Exterior,Iroko Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Certified 2020 Ferrari Portofino,"232,900","3,334",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Blue Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Used 2010 Ferrari California,"119,000","20,082",4.3L 8-Cylinder Gas Engine,13 City / 19 Highway ,Silverstone Metallic Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2010
Used 2016 Ferrari 488 Spider,"269,789","8,886",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Titanio Metallic Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Used 2017 Ferrari California T,"149,899","13,255",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Blue Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Used 2021 Ferrari F8 Spider,"459,800","1,295",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Bianco Cervino Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2014 Ferrari FF,"179,983","26,356",6.3L 12-Cylinder Gas Engine,11 City / 16 Highway ,Bianco Italia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,no,Used,2014
Certified 2019 Ferrari Portofino,"226,900","4,867",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Nero Daytona Exterior,Nero Interior,7-Speed Automatic Transmission,yes,Certified,2019
Used 2003 Ferrari 575M Maranello,"124,995","7,762",5.7L 12-Cylinder Gas Engine,9 City / 16 Highway ,Gold Exterior,Brown Leather Seats,6-Speed Automatic Transmission,yes,Used,2003
Used 2016 Ferrari FF,"129,995","11,020",6.3L 12-Cylinder Gas Engine,11 City / 17 Highway ,Black Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,no,Used,2016
Used 2015 Ferrari F12 Berlinetta,"294,845","6,646",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2015
Used 2019 Ferrari Portofino,"259,995","3,412",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Avorio Exterior,Sabbia Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2021 Ferrari F8 Spider,"480,800","3,031",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Grigio Titanio Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2021 Ferrari 812 GTS,"569,900","1,095",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Black Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2018 Ferrari 488 Spider,"299,990","8,101",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Green Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2022 Ferrari Portofino M,"297,900",877,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Rosso Corsa Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Used 2019 Ferrari 488 Pista Coupe,"549,900","1,616",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Giallo Modena Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2021 Ferrari F8 Spider,"427,996","2,010",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Tri-Coat Yellow Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2022 Ferrari F8 Spider,"479,900","1,132",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Used 2017 Ferrari California T,"159,900","8,785",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Bianco Avus Exterior,Charcoal Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Used 2021 Ferrari Roma,"233,333","2,926",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Rosso Mugello Exterior,Black Leather Seats,8-Speed Automatic Transmission,yes,Used,2021
Certified 2017 Ferrari GTC4Lusso,"238,980","9,986",6.3L 12-Cylinder Gas Engine,12 City / 17 Highway ,Argento Nurburgring Exterior,7-Speed Automatic Transmission,All wheel drive,yes,Certified,2017
Certified 2019 Ferrari 812 Superfast,"399,000","7,374",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Certified 2019 Ferrari 488 Pista Coupe,"529,980","1,487",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Used 2009 Ferrari F430 Scuderia,"379,888","9,540",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Nero Ds 1250 Exterior,Extracampionario Leather Seats,6-Speed Automatic Transmission,yes,Used,2009
Used 2019 Ferrari Portofino,"219,777","7,275",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2016 Ferrari F12 Berlinetta,"269,988","6,248",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016
Used 2019 Ferrari 488 GTB,"282,000","2,497",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2015 Ferrari F12 Berlinetta,"279,995","13,187",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Leather Leather Seats,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Certified,2015
Certified 2022 Ferrari Roma,"262,900","1,672",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Alloy Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Used 2019 Ferrari 812 Superfast,"349,500","8,522",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Silver Exterior,Sabbia Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2022 Ferrari Roma,"273,182","1,177",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Blu Roma Exterior,Beige Tradizione Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Used 2022 Ferrari F8 Spider,"499,900",118,3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Used 2021 Ferrari F8 Spider,"444,900","3,944",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Certified 2023 Ferrari F8 Spider,"549,900",714,3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,White Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2023
Used 2013 Ferrari 458 Spider,"255,800","10,377",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2013
Used 2021 Ferrari F8 Spider,"459,988","6,185",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Blu Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Certified 2021 Ferrari 812 GTS,"589,900","3,867",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2016 Ferrari 488 GTB,"227,990","24,247",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Red Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Used 2007 Ferrari 599 GTB Fiorano,"189,900","12,205",6.0L 12-Cylinder Gas Engine,11 City / 15 Highway ,Nero Exterior,Tan Leather Seats,6-Speed Manual Transmission,yes,Used,2007
Used 2021 Ferrari F8 Tributo,"384,789","1,009",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Grigio Silverstone Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Certified 2016 Ferrari 488 GTB,"244,999","8,204",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016
Used 2015 Ferrari 458 Italia Coupe,"269,000","15,230",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Grigio Titanio Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2015
Certified 2022 Ferrari F8 Spider,"469,999",696,3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2022 Ferrari 812 GTS,"634,987",439,6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Grigio Silverstone Metallic Exterior,Charcoal Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2021 Ferrari Roma,"259,900","1,258",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Black Exterior,White Leather Seats,8-Speed Automatic Transmission,yes,Certified,2021
Used 2017 Ferrari 488 GTB,"275,000","8,200",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Used 2016 Ferrari 488 GTB,"259,995","7,060",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Nero Pastello Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Used 2015 Ferrari F12 Berlinetta,"259,000","15,657",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Bianco Avus Exterior,Rosso Leather Seats,7-Speed Automatic Transmission,yes,Used,2015
Used 2017 Ferrari 488 Spider,"277,900","7,802",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Canna Di Fucile Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Used 2022 Ferrari 812 GTS,"599,999","1,898",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Grigio Ferro Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Certified 2022 Ferrari F8 Spider,"443,995","2,035",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2023 Ferrari Roma,"279,990","1,584",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Silverstone Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Used 2018 Ferrari 488 GTB,"302,595","9,500",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,White Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2018
Used 2022 Ferrari Roma,"269,900","1,550",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Bianco Avus Exterior,Blu Sterling Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Certified 2023 Ferrari Portofino M,"329,900",191,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Nero Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Certified 2020 Ferrari 488 Pista Coupe,"464,999","10,062",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Nero Ds Exterior,Rosso Fx Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Used 2022 Ferrari SF90 Stradale,"655,985","1,281",Hybrid: Gas/Electric ,16 City / 20 Highway ,Est. 2.5hr Charging TimeSee Details,Rosso Fucco Exterior,Nero With Bordeaux Stripes Leather Seats,no,Used,2022
Used 2011 Ferrari 458 Italia Coupe,"189,980","23,800",4.5L 8-Cylinder Gas Engine,12 City / 18 Highway ,Black Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2011
Certified 2019 Ferrari 488 GTB,"279,988","7,580",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Certified 2022 Ferrari Roma,"279,988",548,3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Titanio Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2022 Ferrari Roma,"262,900","1,672",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Alloy Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2019 Ferrari 812 Superfast,"364,900","7,573",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Gray Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Used 2019 Ferrari 488 Spider,"314,995","6,291",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Red/Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2022 Ferrari Roma,"319,988","3,275",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Marrone Metallizzato Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Used 2018 Ferrari 488 Spider,"299,995","4,051",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Certified 2013 Ferrari 458 Spider,"259,999","7,170",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Argento Nurburgring Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2013
Used 2022 Ferrari F8 Spider,"479,991","1,944",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,White Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2022
Certified 2020 Ferrari 488 Pista Coupe,"595,000",817,3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Used 2014 Ferrari 458 Italia Coupe,"229,800","10,325",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Bianco Avus Exterior,Charcoal Leather Seats,7-Speed Automatic Transmission,yes,Used,2014
Used 2022 Ferrari Roma,"282,225","1,899",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Canna Di Fucile Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Used 2021 Ferrari F8 Spider,"469,900",765,3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Certified 2023 Ferrari Roma,"264,990","3,872",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Rosso Corsa Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Certified 2019 Ferrari Portofino,"225,000","6,222",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Grigio Silverstone Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
